,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
896,School of Engineering,ECE,2016,"['CCC704', 'CCC402']","['B-', 'C']","['CCC214', 'CCC103']","['B', 'B']","['CCC510', 'CCC319']","['A', 'B-']","['CCC302', 'CCC403']","['A-', 'A-']",,,,,,,,
897,School of Engineering,CED,2016,"['CCC704', 'CCC402']","['A-', 'C']","['CCC302', 'CCC226']","['A-', 'B']","['CCC801', 'CCC103']","['B', 'B']","['CCC805', 'CCC416']","['A', 'A-']",,,,,,,,
898,School of Engineering,ECE,2016,['CCC704'],['B-'],['CCC217'],['C-'],['CCC510'],['B'],"['CCC414', 'CCC403']","['B', 'B']",,,,,,,,
899,School of Engineering,CSD,2016,"['CCC704', 'CCC602']","['B', 'B']","['CCC510', 'CCC103']","['B', 'B']","['CCC311', 'CCC801']","['A-', 'B']","['CCC414', 'CCC823']","['A-', 'C']",,,,,,,,
900,School of Natural Sciences,PHY,2016,"['CCC617', 'CCC302', 'CCC613']","['A', 'A-', 'A-']","['CCC402', 'CCC704']","['A', 'B']","['CCC417', 'CCC624', 'CCC821']","['A-', 'A', 'A']","['CCC227', 'CCC229']","['A', 'A']",,,,,,,,
901,School of Engineering,ECE,2016,['CCC704'],['B-'],"['CCC402', 'CCC801', 'CCC302']","['B', 'B-', 'B']","['CCC319', 'CCC417', 'CCC613']","['A', 'B', 'F']","['CCC805', 'CCC628']","['B', 'B-']",,,,,,,,
902,School of Engineering,CED,2016,"['CCC402', 'CCC704']","['B', 'B']","['CCC226', 'CCC302']","['C', 'A-']","['CCC510', 'CCC412']","['A', 'A']",['CCC103'],['A'],,,,,,,,
903,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B', 'B']","['CCC612', 'CCC302']","['B', 'A-']","['CCC611', 'CCC115']","['A-', 'B-']",['CCC628'],['C-'],,,,,,,,
904,School of Engineering,CED,2016,"['CCC704', 'CCC402']","['A-', 'B']",['CCC621'],['B'],['CCC710'],['B-'],"['CCC411', 'CCC302']","['B-', 'A-']",,,,,,,,
905,School of Natural Sciences,BIO,2016,"['CCC409', 'CCC302']","['A-', 'A-']","['CCC113', 'CCC704']","['B', 'A']","['CCC402', 'CCC801']","['A', 'B']","['CCC620', 'CCC512']","['A', 'A']",,,,,,,,
906,School of Engineering,MED,2016,"['CCC704', 'CCC402']","['A-', 'A-']",['CCC612'],['B'],"['CCC227', 'CCC329']","['B', 'A-']","['CCC823', 'CCC403']","['A-', 'A-']",,,,,,,,
907,School of Engineering,CSD,2016,"['CCC302', 'CCC402', 'CCC704']","['A-', 'A-', 'C']","['CCC323', 'CCC225', 'CCC506', 'CCC512', 'CCC113']","['F', 'F', 'B-', 'C-', 'B']",['CCC510'],['F'],"['CCC403', 'CCC411', 'CCC103']","['F', 'B', 'F']",,,,,,,,
908,School of Engineering,ECE,2016,"['CCC704', 'CCC402']","['B-', 'A']","['CCC414', 'CCC114']","['A-', 'B-']","['CCC613', 'CCC801']","['B-', 'A-']",['CCC403'],['A-'],,,,,,,,
909,School of Engineering,MED,2016,['CCC704'],['B-'],"['CCC609', 'CCC214', 'CCC402']","['B-', 'C-', 'A-']",,,,,,,,,,,,
910,School of Natural Sciences,PHY,2016,"['CCC402', 'CCC302']","['B', 'A-']","['CCC814', 'CCC704']","['C', 'A']",['CCC407'],['A-'],"['CCC215', 'CCC403']","['A', 'A']",,,,,,,,
911,School of Engineering,EED,2016,"['CCC402', 'CCC302']","['A-', 'A-']",['CCC704'],['B'],"['CCC515', 'CCC115']","['B', 'A-']",['CCC821'],['A-'],,,,,,,,
912,School of Natural Sciences,BIO,2016,['CCC302'],['A-'],"['CCC402', 'CCC704']","['A', 'B']","['CCC512', 'CCC416']","['B', 'A-']",['CCC409'],['A-'],,,,,,,,
913,School of Engineering,ECE,2016,['CCC704'],['A-'],"['CCC402', 'CCC414']","['A', 'A']","['CCC319', 'CCC625', 'CCC103']","['A-', 'A-', 'A-']","['CCC411', 'CCC805']","['A-', 'A']",,,,,,,,
914,School of Engineering,ECE,2016,"['CCC704', 'CCC402']","['B-', 'C']","['CCC302', 'CCC325']","['A-', 'B']",['CCC510'],['A-'],"['CCC403', 'CCC416']","['A-', 'B-']",,,,,,,,
915,School of Engineering,CED,2016,['CCC704'],['A'],"['CCC402', 'CCC226', 'CCC805']","['B-', 'B', 'B']",,,,,,,,,,,,
916,School of Engineering,MED,2016,"['CCC704', 'CCC402', 'CCC302']","['A-', 'B-', 'A-']","['CCC323', 'CCC611', 'CCC510', 'CCC602']","['A-', 'B', 'A', 'C']",,,,,,,,,,,,
917,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['A', 'A']","['CCC805', 'CCC411', 'CCC319']","['A-', 'A-', 'B']","['CCC801', 'CCC413']","['B-', 'B']","['CCC602', 'CCC628']","['B', 'B']",,,,,,,,
918,School of Engineering,CSD,2016,"['CCC704', 'CCC402']","['B-', 'A-']",['CCC214'],['B'],"['CCC103', 'CCC624']","['C', 'B']","['CCC411', 'CCC403']","['B-', 'A-']",,,,,,,,
919,School of Engineering,ECE,2016,['CCC704'],['B'],"['CCC820', 'CCC411', 'CCC414']","['A', 'A-', 'A']","['CCC510', 'CCC319']","['A', 'A']","['CCC402', 'CCC805']","['A-', 'A']",,,,,,,,
920,School of Engineering,CSD,2016,['CCC704'],['A'],"['CCC611', 'CCC226']","['B', 'A']","['CCC402', 'CCC103']","['A-', 'A']","['CCC414', 'CCC602']","['A-', 'A-']",,,,,,,,
921,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC512']","['A', 'B']","['CCC704', 'CCC614', 'CCC402']","['A', 'C', 'A']","['CCC805', 'CCC510']","['A', 'A']",['CCC409'],['A-'],,,,,,,,
922,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC817']","['B', 'B-']","['CCC614', 'CCC512', 'CCC704']","['C', 'B', 'B']",['CCC402'],['B-'],"['CCC805', 'CCC630', 'CCC331']","['B', 'A', 'A-']",,,,,,,,
923,School of Humanities & Soc Sci,HIS,2016,"['CCC214', 'CCC817']","['C', 'B']",['CCC704'],['B'],,,,,,,,,,,,
924,School of Humanities & Soc Sci,ENG,2016,"['CCC817', 'CCC221', 'CCC402']","['B-', 'C', 'A-']","['CCC302', 'CCC512', 'CCC704']","['A', 'B-', 'B']","['CCC510', 'CCC319']","['A', 'A-']",['CCC805'],['B'],,,,,,,,
925,School of Mgnt & Entrepre,BMS,2016,"['CCC817', 'CCC302']","['B', 'A']","['CCC704', 'CCC805', 'CCC402']","['A', 'A-', 'A']",,,,,,,,,,,,
926,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC805']","['A', 'B-']","['CCC704', 'CCC402']","['B', 'B']",,,,,,,,,,,,
927,School of Humanities & Soc Sci,ENG,2016,"['CCC402', 'CCC221']","['A', 'A-']","['CCC114', 'CCC704']","['B', 'B']","['CCC416', 'CCC611']","['B', 'A']",['CCC805'],['B'],,,,,,,,
928,School of Humanities & Soc Sci,HIS,2016,,,,,,,,,,,,,,,,
929,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC402']","['A-', 'A']","['CCC512', 'CCC614', 'CCC704']","['B', 'D', 'B']",,,,,,,,,,,,
930,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC215']","['A-', 'D']","['CCC614', 'CCC704', 'CCC402']","['B-', 'B-', 'A']","['CCC228', 'CCC512']","['F', 'C']",['CCC414'],['A-'],,,,,,,,
931,School of Humanities & Soc Sci,HIS,2016,"['CCC214', 'CCC103']","['C-', 'A-']",['CCC704'],['B'],"['CCC329', 'CCC114']","['B', 'A-']","['CCC312', 'CCC402']","['A', 'B']",,,,,,,,
932,School of Mgnt & Entrepre,BMS,2016,"['CCC402', 'CCC302']","['A', 'A-']","['CCC512', 'CCC704', 'CCC614']","['B-', 'B-', 'C-']","['CCC412', 'CCC407']","['D', 'A-']",['CCC411'],['C'],,,,,,,,
933,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC215']","['A-', 'C-']","['CCC704', 'CCC402']","['B-', 'B']",,,,,,,,,,,,
934,School of Mgnt & Entrepre,BMS,2016,"['CCC805', 'CCC302']","['B-', 'A-']","['CCC704', 'CCC512', 'CCC614']","['B-', 'C-', 'D']","['CCC402', 'CCC319']","['B', 'A']","['CCC414', 'CCC103']","['A', 'C']",,,,,,,,
935,School of Humanities & Soc Sci,SOC,2016,"['CCC512', 'CCC214']","['B', 'C']",['CCC704'],['B'],"['CCC510', 'CCC624']","['A', 'B']",['CCC823'],['C'],,,,,,,,
936,School of Engineering,CED,2016,['CCC704'],['C'],['CCC704'],['B-'],"['CCC626', 'CCC402']","['D', 'B-']",['CCC620'],['C-'],,,,,,,,
937,School of Mgnt & Entrepre,BMS,2016,"['CCC817', 'CCC302']","['B', 'A']","['CCC512', 'CCC805', 'CCC704']","['B', 'B', 'B']",,,,,,,,,,,,
938,School of Humanities & Soc Sci,ENG,2016,"['CCC103', 'CCC221']","['B', 'C-']","['CCC704', 'CCC614', 'CCC224']","['B-', 'C-', 'C-']",,,,,,,,,,,,
939,School of Humanities & Soc Sci,ENG,2016,"['CCC512', 'CCC221']","['B', 'B-']",['CCC704'],['B'],"['CCC329', 'CCC319']","['A-', 'C']",['CCC227'],['B-'],,,,,,,,
940,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC402']","['A-', 'A']",['CCC704'],['A'],"['CCC407', 'CCC613', 'CCC319', 'CCC512', 'CCC624']","['A', 'B', 'A', 'C', 'A-']","['CCC805', 'CCC512']","['A-', 'B']",,,,,,,,
941,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC410']","['B', 'F']","['CCC217', 'CCC704']","['B', 'B']",['CCC611'],['B'],['CCC331'],['B'],,,,,,,,
942,School of Humanities & Soc Sci,SOC,2016,"['CCC817', 'CCC402', 'CCC214']","['B-', 'B-', 'D']","['CCC704', 'CCC512']","['B', 'B']","['CCC510', 'CCC302', 'CCC319']","['A', 'A-', 'A']",['CCC103'],['A-'],,,,,,,,
943,School of Humanities & Soc Sci,ENG,2016,"['CCC221', 'CCC302', 'CCC611']","['B', 'B', 'A-']",['CCC704'],['B'],"['CCC115', 'CCC228', 'CCC319']","['B-', 'A-', 'A']","['CCC629', 'CCC615']","['A-', 'A-']",,,,,,,,
944,School of Engineering,MED,2016,['CCC704'],['C'],"['CCC226', 'CCC402']","['B', 'B-']",['CCC710'],['B'],"['CCC628', 'CCC414']","['A-', 'A-']",,,,,,,,
945,School of Mgnt & Entrepre,BMS,2016,"['CCC817', 'CCC302']","['B', 'A-']","['CCC805', 'CCC704']","['B-', 'B']",,,,,,,,,,,,
946,School of Humanities & Soc Sci,SOC,2016,"['CCC215', 'CCC214']","['C', 'D']","['CCC512', 'CCC704', 'CCC614']","['B', 'A-', 'D']",,,,,,,,,,,,
947,School of Mgnt & Entrepre,BMS,2016,"['CCC817', 'CCC302']","['A', 'A-']","['CCC402', 'CCC704', 'CCC805']","['B', 'B', 'A']",,,,,,,,,,,,
948,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC402']","['A-', 'A']","['CCC614', 'CCC704']","['C', 'B']",,,,,,,,,,,,
949,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC817']","['A-', 'B-']","['CCC805', 'CCC614', 'CCC704']","['B', 'C', 'B']",['CCC510'],['A'],['CCC630'],['A-'],,,,,,,,
950,School of Engineering,ECE,2016,['CCC704'],['C'],"['CCC103', 'CCC402']","['B-', 'B-']","['CCC319', 'CCC627', 'CCC613']","['B', 'B', 'B-']","['CCC602', 'CCC302']","['B', 'A-']",,,,,,,,
951,School of Mgnt & Entrepre,BMS,2016,['CCC302'],['B'],"['CCC704', 'CCC810', 'CCC103', 'CCC510', 'CCC629']","['B', 'A', 'C', 'A-', 'B']",,,,,,,,,,,,
952,School of Humanities & Soc Sci,ENG,2016,"['CCC402', 'CCC817', 'CCC323']","['C-', 'C', 'A-']","['CCC704', 'CCC512']","['B', 'B-']",,,,,,,,,,,,
953,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC402']","['B-', 'A-']","['CCC704', 'CCC614']","['B', 'C-']",['CCC319'],['B'],['CCC805'],['A'],,,,,,,,
954,School of Mgnt & Entrepre,BMS,2016,"['CCC215', 'CCC302']","['C', 'A-']","['CCC402', 'CCC704']","['B-', 'B']",['CCC510'],['A'],"['CCC319', 'CCC805']","['A-', 'B-']",,,,,,,,
955,School of Mgnt & Entrepre,BMS,2016,"['CCC402', 'CCC302']","['C-', 'A-']",['CCC704'],['B-'],,,,,,,,,,,,
956,School of Mgnt & Entrepre,BMS,2016,"['CCC224', 'CCC302']","['C-', 'A-']","['CCC704', 'CCC512', 'CCC402']","['B-', 'B-', 'B-']","['CCC407', 'CCC624']","['B', 'B']","['CCC409', 'CCC227', 'CCC229', 'CCC411']","['C', 'B', 'D', 'C']",,,,,,,,
957,School of Humanities & Soc Sci,SOC,2016,"['CCC214', 'CCC314']","['C-', 'C']","['CCC402', 'CCC704']","['B-', 'B']","['CCC114', 'CCC409', 'CCC319']","['A', 'B-', 'B-']","['CCC229', 'CCC330']","['B', 'B']",,,,,,,,
958,School of Mgnt & Entrepre,BMS,2016,"['CCC402', 'CCC302']","['C', 'B-']","['CCC704', 'CCC512', 'CCC618']","['B-', 'B-', 'F']",['CCC624'],['A-'],['CCC331'],['A-'],,,,,,,,
959,School of Mgnt & Entrepre,BMS,2016,"['CCC302', 'CCC801']","['A', 'D']","['CCC704', 'CCC510']","['B-', 'A-']","['CCC402', 'CCC805', 'CCC319']","['A-', 'A-', 'A-']",['CCC630'],['A-'],,,,,,,,
960,School of Mgnt & Entrepre,BMS,2016,"['CCC103', 'CCC409', 'CCC302']","['A-', 'B', 'A']",['CCC704'],['B'],"['CCC402', 'CCC319', 'CCC627', 'CCC311', 'CCC624']","['B', 'C', 'B', 'F', 'A-']","['CCC823', 'CCC227']","['C', 'B-']",,,,,,,,
961,School of Mgnt & Entrepre,BMS,2016,"['CCC411', 'CCC817', 'CCC302']","['A-', 'B-', 'A']","['CCC312', 'CCC402', 'CCC704']","['F', 'B', 'B-']",['CCC407'],['A-'],['CCC502'],['B-'],,,,,,,,
962,School of Humanities & Soc Sci,ENG,2016,"['CCC302', 'CCC323']","['A-', 'A-']","['CCC704', 'CCC114']","['B', 'B']","['CCC416', 'CCC611']","['A-', 'A']","['CCC311', 'CCC312']","['A', 'A']",,,,,,,,
963,School of Humanities & Soc Sci,HIS,2016,"['CCC214', 'CCC103']","['F', 'A']",['CCC704'],['A'],"['CCC409', 'CCC311', 'CCC624', 'CCC329', 'CCC114']","['B-', 'B', 'A', 'C', 'A-']","['CCC312', 'CCC402']","['A-', 'B']",,,,,,,,
964,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['B-'],['CCC402'],['A-'],['CCC510'],['A'],['CCC319'],['A'],,,,,,,,
965,School of Humanities & Soc Sci,SOC,2016,"['CCC214', 'CCC222']","['C', 'A']","['CCC217', 'CCC704']","['A-', 'A']",['CCC402'],['A-'],"['CCC629', 'CCC711']","['B', 'B']",,,,,,,,
966,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['B-'],"['CCC611', 'CCC302', 'CCC409', 'CCC109', 'CCC402']","['A-', 'A-', 'B', 'C', 'B-']",,,,,,,,,,,,
967,School of Mgnt & Entrepre,BMS,2016,"['CCC704', 'CCC402']","['C', 'D']","['CCC415', 'CCC512']","['C', 'B']",['CCC624'],['B'],"['CCC330', 'CCC302']","['A-', 'A']",,,,,,,,
968,School of Humanities & Soc Sci,HIS,2016,"['CCC224', 'CCC414', 'CCC214']","['A-', 'B-', 'F']",['CCC704'],['A'],"['CCC329', 'CCC409', 'CCC624', 'CCC114']","['B', 'B-', 'A', 'B']",['CCC228'],['A'],,,,,,,,
969,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['B'],"['CCC113', 'CCC225', 'CCC319', 'CCC103']","['A-', 'B-', 'A', 'A']",['CCC510'],['A'],"['CCC801', 'CCC805']","['B', 'B']",,,,,,,,
970,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['A'],"['CCC805', 'CCC402']","['A-', 'B-']",,,,,,,,,,,,
971,School of Humanities & Soc Sci,ENG,2016,"['CCC302', 'CCC323']","['A', 'A-']","['CCC704', 'CCC114']","['B', 'A-']",,,,,,,,,,,,
972,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['C'],"['CCC114', 'CCC302']","['A', 'A-']",,,,,,,,,,,,
973,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['C'],"['CCC415', 'CCC302', 'CCC225', 'CCC326']","['C', 'A', 'B-', 'C']",,,,,,,,,,,,
974,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['B-'],"['CCC402', 'CCC319', 'CCC225']","['B', 'A', 'B']",,,,,,,,,,,,
975,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['C'],"['CCC512', 'CCC819', 'CCC614']","['B-', 'B', 'B-']",['CCC805'],['B-'],['CCC319'],['C'],,,,,,,,
976,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['A'],"['CCC225', 'CCC402', 'CCC302', 'CCC820']","['C', 'B', 'A-', 'A']",['CCC103'],['A'],['CCC805'],['B'],,,,,,,,
977,School of Humanities & Soc Sci,ENG,2016,"['CCC323', 'CCC224']","['F', 'B']","['CCC323', 'CCC302', 'CCC402', 'CCC512', 'CCC704']","['B', 'A-', 'B', 'B-', 'B']","['CCC510', 'CCC319']","['A', 'B']","['CCC103', 'CCC215']","['A-', 'A-']",,,,,,,,
978,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['C'],"['CCC415', 'CCC814', 'CCC302']","['B-', 'B-', 'B-']",,,,,,,,,,,,
979,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['C'],['CCC512'],['C'],,,,,,,,,,,,
980,School of Mgnt & Entrepre,BMS,2016,['CCC704'],['B-'],"['CCC810', 'CCC506', 'CCC805', 'CCC819']","['B-', 'A-', 'A-', 'A-']","['CCC510', 'CCC624']","['A-', 'B']",['CCC630'],['A'],,,,,,,,
981,School of Humanities & Soc Sci,SOC,2016,"['CCC214', 'CCC314']","['C', 'B-']","['CCC409', 'CCC402', 'CCC704']","['B', 'A-', 'A']","['CCC302', 'CCC613']","['A', 'A']","['CCC311', 'CCC103']","['A', 'A']",,,,,,,,
982,School of Humanities & Soc Sci,ENG,2016,"['CCC323', 'CCC314']","['A-', 'A-']","['CCC704', 'CCC114', 'CCC402']","['B', 'A-', 'B']",,,,,,,,,,,,
983,School of Engineering,CSD,2016,"['CCC302', 'CCC704']","['A', 'B']","['CCC819', 'CCC226', 'CCC311']","['A-', 'A', 'A']",['CCC416'],['A-'],['CCC414'],['A-'],,,,,,,,
984,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A-', 'B-']",['CCC704'],['B'],['CCC627'],['A-'],"['CCC821', 'CCC403']","['A-', 'A-']",,,,,,,,
985,School of Engineering,MED,2016,['CCC704'],['C'],"['CCC402', 'CCC226']","['B', 'C']",['CCC515'],['B'],"['CCC628', 'CCC805', 'CCC319']","['C', 'A', 'A']",,,,,,,,
986,School of Engineering,MED,2016,"['CCC402', 'CCC704']","['B-', 'C']","['CCC226', 'CCC618']","['B', 'B-']","['CCC319', 'CCC515']","['B', 'A']",['CCC620'],['B'],,,,,,,,
987,School of Natural Sciences,BIO,2016,['CCC302'],['A-'],"['CCC402', 'CCC704']","['A', 'A']","['CCC611', 'CCC512']","['A', 'B']","['CCC629', 'CCC409', 'CCC416', 'CCC312']","['A-', 'A-', 'A', 'A']",,,,,,,,
988,School of Engineering,CSD,2016,['CCC704'],['C'],"['CCC402', 'CCC810', 'CCC302', 'CCC801']","['B-', 'C', 'B', 'A-']",,,,,,,,,,,,
989,School of Engineering,MED,2016,['CCC704'],['B-'],['CCC612'],['B-'],"['CCC402', 'CCC512']","['A', 'B-']","['CCC411', 'CCC409', 'CCC302']","['B-', 'A-', 'B']",,,,,,,,
990,School of Engineering,EED,2016,"['CCC302', 'CCC402']","['A', 'B']",['CCC704'],['B'],,,,,,,,,,,,
991,School of Engineering,MED,2016,['CCC704'],['B-'],"['CCC614', 'CCC402']","['B-', 'A-']",['CCC510'],['A'],"['CCC620', 'CCC227', 'CCC302']","['A-', 'D', 'A-']",,,,,,,,
992,School of Engineering,ECE,2017,['CCC302'],['A-'],['CCC704'],['B'],"['CCC101', 'CCC416', 'CCC311', 'CCC319', 'CCC704']","['A-', 'B', 'B-', 'A', 'A-']","['CCC402', 'CCC302']","['A', 'A-']",,,,,,,,
993,School of Engineering,EED,2017,['CCC704'],['B'],"['CCC821', 'CCC625']","['A-', 'A-']",,,,,,,,,,,,
994,School of Engineering,EED,2017,['CCC704'],['B-'],"['CCC801', 'CCC302', 'CCC628']","['A-', 'B', 'A-']",,,,,,,,,,,,
995,School of Engineering,CHD,2017,"['CCC412', 'CCC302']","['B', 'B']",['CCC704'],['A'],,,,,,,,,,,,
996,School of Engineering,ECE,2017,['CCC704'],['B'],"['CCC628', 'CCC403', 'CCC625']","['B-', 'B', 'B-']",,,,,,,,,,,,
997,School of Engineering,EED,2017,['CCC704'],['A-'],"['CCC414', 'CCC402', 'CCC302']","['A-', 'B', 'A']",,,,,,,,,,,,
998,School of Engineering,EED,2017,"['CCC704', 'CCC407']","['B-', 'A-']","['CCC312', 'CCC402', 'CCC331']","['B', 'B', 'A-']",,,,,,,,,,,,
999,School of Natural Sciences,MAT,2017,['CCC801'],['B-'],"['CCC704', 'CCC629']","['A', 'A-']",,,,,,,,,,,,
1000,School of Mgnt & Entrepre,BMS,2017,"['CCC101', 'CCC412', 'CCC805']","['A-', 'B-', 'A']",['CCC704'],['B'],,,,,,,,,,,,
1001,School of Mgnt & Entrepre,BMS,2017,"['CCC101', 'CCC805', 'CCC626']","['A-', 'A-', 'B-']","['CCC704', 'CCC224', 'CCC414']","['A-', 'B', 'A-']",,,,,,,,,,,,
1002,School of Humanities & Soc Sci,ECO,2017,"['CCC626', 'CCC801']","['B-', 'B-']","['CCC414', 'CCC704', 'CCC330']","['A-', 'A-', 'A']",,,,,,,,,,,,
1003,School of Mgnt & Entrepre,BMS,2017,"['CCC412', 'CCC101', 'CCC319', 'CCC805']","['A', 'A-', 'A', 'A-']","['CCC402', 'CCC704', 'CCC409']","['A', 'A', 'A']",,,,,,,,,,,,
1004,School of Engineering,CSD,2017,"['CCC407', 'CCC704']","['A-', 'A-']","['CCC628', 'CCC402']","['B-', 'B']",,,,,,,,,,,,
1005,School of Natural Sciences,PHY,2017,"['CCC627', 'CCC101']","['A-', 'A']",['CCC704'],['B'],,,,,,,,,,,,
1006,School of Humanities & Soc Sci,ENG,2017,['CCC302'],['A'],['CCC704'],['B-'],,,,,,,,,,,,
1007,School of Engineering,CED,2017,"['CCC801', 'CCC407', 'CCC302']","['A-', 'B', 'A-']",['CCC704'],['A-'],,,,,,,,,,,,
1008,School of Mgnt & Entrepre,BMS,2017,"['CCC302', 'CCC805', 'CCC412', 'CCC101']","['B', 'A-', 'A', 'A-']",['CCC704'],['A'],,,,,,,,,,,,
1009,School of Mgnt & Entrepre,BMS,2017,"['CCC101', 'CCC319', 'CCC412', 'CCC805']","['A-', 'B', 'C', 'A']",['CCC704'],['B'],,,,,,,,,,,,
1010,School of Engineering,CSD,2017,['CCC704'],['A'],"['CCC403', 'CCC628']","['A', 'A']",,,,,,,,,,,,
1011,School of Humanities & Soc Sci,HIS,2017,['CCC302'],['C'],"['CCC704', 'CCC330']","['C-', 'B']",,,,,,,,,,,,
1012,School of Humanities & Soc Sci,ENG,2017,"['CCC302', 'CCC822']","['A', 'B']","['CCC704', 'CCC229', 'CCC409']","['B', 'A-', 'A-']",,,,,,,,,,,,
1013,School of Engineering,ECE,2017,"['CCC626', 'CCC704']","['B-', 'B']","['CCC215', 'CCC628']","['C', 'B-']",,,,,,,,,,,,
1014,School of Engineering,MED,2017,['CCC704'],['B-'],"['CCC821', 'CCC402']","['B-', 'A']",,,,,,,,,,,,
1015,School of Engineering,ECE,2017,['CCC704'],['B'],"['CCC402', 'CCC403']","['A-', 'B']",,,,,,,,,,,,
1016,School of Natural Sciences,PHY,2017,"['CCC101', 'CCC415']","['A-', 'B']",['CCC704'],['B'],,,,,,,,,,,,
1017,School of Natural Sciences,PHY,2017,"['CCC415', 'CCC101']","['B', 'A']",['CCC704'],['B'],,,,,,,,,,,,
1018,School of Natural Sciences,PHY,2017,"['CCC101', 'CCC627']","['A', 'B-']","['CCC227', 'CCC704']","['B', 'A-']",,,,,,,,,,,,
1019,School of Engineering,EED,2017,['CCC704'],['B-'],"['CCC402', 'CCC628', 'CCC823']","['B', 'A-', 'C-']",,,,,,,,,,,,
1020,School of Engineering,CSD,2017,['CCC704'],['B'],"['CCC402', 'CCC510', 'CCC414']","['A-', 'A', 'A-']",,,,,,,,,,,,
1021,School of Engineering,ECE,2017,['CCC704'],['B'],"['CCC414', 'CCC628', 'CCC402']","['A', 'A-', 'A-']",,,,,,,,,,,,
1022,School of Engineering,CED,2017,"['CCC801', 'CCC302']","['A-', 'B-']","['CCC615', 'CCC704', 'CCC402']","['C', 'B', 'A-']",,,,,,,,,,,,
1023,School of Natural Sciences,PHY,2017,"['CCC512', 'CCC101']","['B-', 'A']",['CCC704'],['B'],,,,,,,,,,,,
1024,School of Mgnt & Entrepre,BMS,2017,"['CCC805', 'CCC319', 'CCC412', 'CCC101']","['B-', 'A', 'A', 'A-']",['CCC704'],['A'],,,,,,,,,,,,
1025,School of Engineering,MED,2017,"['CCC302', 'CCC704']","['A', 'B']","['CCC628', 'CCC402', 'CCC414']","['A-', 'A-', 'B']",,,,,,,,,,,,
1026,School of Engineering,CSD,2017,['CCC704'],['B'],"['CCC402', 'CCC302', 'CCC312']","['B', 'A-', 'C']",,,,,,,,,,,,
1027,School of Engineering,ECE,2017,['CCC704'],['B-'],"['CCC403', 'CCC628']","['C', 'B']",,,,,,,,,,,,
1028,School of Natural Sciences,BIO,2017,"['CCC704', 'CCC302']","['B', 'A-']","['CCC704', 'CCC414']","['B', 'A']",,,,,,,,,,,,
1029,School of Natural Sciences,MAT,2017,"['CCC801', 'CCC626', 'CCC627']","['B', 'B', 'B-']",['CCC704'],['A-'],,,,,,,,,,,,
1030,School of Natural Sciences,CHY,2017,['CCC704'],['B'],"['CCC625', 'CCC311']","['B', 'A-']",,,,,,,,,,,,
1031,School of Engineering,CED,2017,"['CCC627', 'CCC302']","['B', 'A']","['CCC704', 'CCC821']","['A', 'B']",,,,,,,,,,,,
1032,School of Natural Sciences,MAT,2017,"['CCC626', 'CCC801']","['C', 'B']",['CCC704'],['B-'],,,,,,,,,,,,
1033,School of Engineering,EED,2017,['CCC704'],['B'],"['CCC628', 'CCC402']","['B', 'B']",,,,,,,,,,,,
1034,School of Engineering,MED,2017,['CCC704'],['B-'],"['CCC215', 'CCC402']","['C-', 'B']",,,,,,,,,,,,
1035,School of Engineering,ECE,2017,['CCC704'],['B-'],"['CCC628', 'CCC403']","['B', 'C']",,,,,,,,,,,,
1036,School of Engineering,CSD,2017,['CCC704'],['B'],"['CCC402', 'CCC512']","['B-', 'C-']",,,,,,,,,,,,
1037,School of Natural Sciences,BIO,2017,['CCC302'],['B'],['CCC704'],['A-'],,,,,,,,,,,,
1038,School of Humanities & Soc Sci,ECO,2017,"['CCC412', 'CCC801']","['B-', 'B-']",['CCC704'],['A-'],,,,,,,,,,,,
